課綱,跨部,跨系,已選,停修,語音代碼,課程代碼,科目代號,課程名稱,課程英文名稱,課程類別,開課班級,必選修,期程,學分,授課教師,時間1,教室1,時間2,教室2,時間3,教室3,備註,跨就微PBL,權責單位,開課人數,實際修課人數,開課鐘點數,教師授課鐘點數,選課登記人數,授課語言,系代碼,選課餘額
◎,,,V,,3363544,CY635r,CY635,化學技術(一),Chemical Technology (I),一般,化學碩專一,必修,半,3,鄭吉豐,1-DEF.,理學212,,,,,,,化學系,10,6,3,1,0,國語,3300B,0
◎,,,V,,3363544,CY635r,CY635,化學技術(一),Chemical Technology (I),一般,化學碩專一,必修,半,3,嚴詠聖,1-DEF.,理學212,,,,,,,化學系,10,6,3,1,0,國語,3300B,0
◎,,,,,3364044,CY640r,CY640,高等無機化學,Advanced Inorganic Chemistry,一般,化學碩專一,必修,半,3,陳志德,3-DEF.,理學212,,,,,,,化學系,10,10,3,3,0,國語,3300B,0
◎,,,,,3364344,CY643r,CY643,高等分析化學,Advanced Analytical Chemistry,一般,化學碩專一,必修,半,3,李承宇,4-DEF.,理學212,,,,,,,化學系,10,6,3,3,0,國語,3300B,0
◎,,,,,3364444,CY644r,CY644,高等有機化學,Advanced Organic Chemistry,一般,化學碩專一,必修,半,3,蔡祐輔,2-DEF.,理學212,,,,,,,化學系,10,6,3,3,0,國語,3300B,0
◎,,,V,,3300001,CY000A,GQ000,自然科學與人工智慧導論,Introduction to Natural Science and Artificial Intelligence,科學,化學一甲,必修,半,2,查怡,2-12.,教學408,,,,,,,通識中心,65,55,0,2,3,國語,3300B,0
◎,,,V,,3300401,CY004A,PH004,普通物理(二),General Physics (II),一般,化學一甲,必修,半,2,許怡仁,2-6.,懷恩101,4-34.,懷恩203,,,,微:化學微型學程,化學系,75,55,3,3,0,國語,3300B,0
◎,,V,,,3305901,CY059A,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,化學一甲,必修,半,1,簡洛汾,3-12.,全人402,,,,,須繳語言實習費600元,,語言中心,57,57,0,2,5,英語,3300B,0
◎,,,V,,3306001,CY060A,MA060,微積分(下),Calculus (II),一般,化學一甲,必修,半,2,林金源,1-34.,懷恩101,4-7.,懷恩101,,,,微:化學微型學程,化學系,75,56,3,3,0,國語,3300B,0
◎,,,V,,3310301,CY103A,CY103,普通化學實驗(二),General Chemistry Laboratory(II),一般,化學一甲,必修,半,1,嵇郁婷,1-5.,理講堂,1-678.,化學202,,,初修者，實驗課須與正課並修,"創:PBL課程,微:化學微型學程",化學系,60,59,1.5,1.5,5,國語,3300B,0
◎,,,V,,3310501,CY105A,CY105,進階化學英文,Advanced English for Chemists,一般,化學一甲,選修,半,1,葉華光,2-7.,理學212,,,,,全英語授課,跨:國際菁英,化學系,60,58,1,1,0,英語,3300B,0
◎,,,V,,3314501,CY145A,PH145,普通物理實驗(二),General Physics Laboratory (II),一般,化學一甲,必修,半,1,徐芝珊,3-567.,,,,,,初修者，實驗課須與正課並修,微:化學微型學程,化學系,60,57,1.5,1.5,3,國語,3300B,0
◎,,,V,,3360801,CY608A,ZA608,普通化學(二),General Chemistry(II),一般,化學一甲,必修,半,3,葉瑞銘,2-34.,理講堂,4-56.,懷恩201,,,,微:化學微型學程,化學系,75,57,4,4,3,國語,3300B,0
◎,,,,,3360901,CY609A,ZA610,英文(二),English (II),一般,化學一甲,必修,半,1,張若妍,5-56.,教學805,,,,,,,語言中心,45,39,2,2,0,英語,3300B,0
◎,,,V,,3380101,CY801A,GQ801,語文與修辭,Literacy and Rhetoric,修辭,化學一甲,必修,半,2,徐禎苓,5-34.,教學812,,,,,,創:PBL課程,通識中心,65,56,2,2,3,國語,3300B,0
◎,,,V,不得停修,3394501,CY945A,ZA620,體育二,Physical Education (II),體育,化學一甲,必修,半,0,許富菁,4-12.,,,,,,化學甲班,,體育室,60,56,0,2,1,國語,3300B,0
,,,,,3399101,CY991A,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,化學一甲,必修,半,0,,2-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,30,0,0,0,國語,3300B,0
,,,,,3399201,CY992A,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,化學一甲,必修,半,0,,2-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,27,0,0,0,國語,3300B,0
◎,,,V,,3300002,CY000B,GQ000,自然科學與人工智慧導論,Introduction to Natural Science and Artificial Intelligence,科學,化學一乙,必修,半,2,查怡,2-78.,教學408,,,,,,,通識中心,65,64,0,2,6,國語,3300B,0
◎,,,V,,3300402,CY004B,PH004,普通物理(二),General Physics (II),一般,化學一乙,必修,半,2,賴再興,1-34.,懷恩206,4-6.,懷恩104,,,,微:化學微型學程,化學系,75,54,3,3,0,國語,3300B,0
◎,,V,,,3305902,CY059B,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,化學一乙,必修,半,1,陳佩萱,2-56.,全人302,,,,,須繳語言實習費600元,,語言中心,57,56,0,2,1,英語,3300B,0
◎,,,V,,3306002,CY060B,MA060,微積分(下),Calculus (II),一般,化學一乙,必修,半,2,陳開煇,1-2.,懷恩104,4-78.,懷恩102,,,,微:化學微型學程,化學系,75,53,3,3,0,國語,3300B,0
◎,,,V,,3310302,CY103B,CY103,普通化學實驗(二),General Chemistry Laboratory(II),一般,化學一乙,必修,半,1,嵇郁婷,2-1.,化學104,2-234.,化學202,,,初修者，實驗要須與正課並修,"創:PBL課程,微:化學微型學程",化學系,60,55,1.5,1.5,2,國語,3300B,0
◎,,,V,,3310502,CY105B,CY105,進階化學英文,Advanced English for Chemists,一般,化學一乙,選修,半,1,葉美鈺,5-7.,理學212,,,,,全英語授課,跨:國際菁英,化學系,60,56,1,1,3,英語,3300B,0
◎,,,V,,3314502,CY145B,PH145,普通物理實驗(二),General Physics Laboratory (II),一般,化學一乙,必修,半,1,徐芝珊,3-567.,,,,,,初修者，實驗要與正課並修,微:化學微型學程,化學系,60,56,1.5,1.5,0,國語,3300B,0
◎,,,V,,3360802,CY608B,ZA608,普通化學(二),General Chemistry(II),一般,化學一乙,必修,半,3,陳欣聰,1-78.,理學212,4-34.,理學212,,,,微:化學微型學程,化學系,75,61,4,4,5,國語,3300B,0
◎,,,,,3360902,CY609B,ZA610,英文(二),English (II),一般,化學一乙,必修,半,1,黃怡軒,5-56.,教學315A,,,,,,,語言中心,45,42,2,2,0,英語,3300B,0
◎,,,V,,3380102,CY801B,GQ801,語文與修辭,Literacy and Rhetoric,修辭,化學一乙,必修,半,2,段宜廷,4-12.,教學815,,,,,,創:PBL課程,通識中心,72,58,2,2,6,國語,3300B,0
◎,,,V,不得停修,3394502,CY945B,ZA620,體育二,Physical Education (II),體育,化學一乙,必修,半,0,劉揚,5-34.,,,,,,化學乙班,,體育室,60,53,0,2,1,國語,3300B,0
,,,,,3399102,CY991B,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,化學一乙,必修,半,0,,4-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,29,0,0,0,國語,3300B,0
,,,,,3399202,CY992B,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,化學一乙,必修,半,0,,4-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,29,0,0,0,國語,3300B,0
,,,V,,3313823,CY138W,ZA138,論文,Thesis,一般,化學博二,必修,全,6,,,,,,,,本系博二以上必修課程,,化學系,60,18,0,0,0,國語,3300B,0
◎,,,,,3351023,CY510W,NA510,書報討論(四),Seminar (Ⅳ),一般,化學博二,必修,半,1,陳志德,2-34.,理學214,,,,,分領域上課;系辦另行公告分組名單,創:PBL課程,化學系,10,4,1,1,2,國語,3300B,0
◎,,,,,3362123,CY621W,CY621,專題演講(四),Lecture on Special Topics(Ⅳ),一般,化學博二,選修,半,0,葉瑞銘,3-78.,理講堂,,,,,,,化學系,10,4,0,0,3,國語,3300B,0
◎,,,,,3362123,CY621W,CY621,專題演講(四),Lecture on Special Topics(Ⅳ),一般,化學博二,選修,半,0,王宏文,3-78.,理講堂,,,,,,,化學系,10,4,0,0,3,國語,3300B,0
,,,V,,3313820,CY138T,ZA138,論文,Thesis,一般,化學碩二,必修,全,3,,,,,,,,本系碩二以上必修課程,,化學系,60,44,0,0,8,國語,3300B,0
◎,,,,,3351020,CY510T,NA510,書報討論(四),Seminar (Ⅳ),一般,化學碩二,選修,半,1,蔡祐輔,3-12.,理學212,,,,,分領域上課;系辦另行公告分組名單,創:PBL課程,化學系,30,8,1,1,5,國語,3300B,0
◎,,,,,3362120,CY621T,CY621,專題演講(四),Lecture on Special Topics(Ⅳ),一般,化學碩二,選修,半,0,葉瑞銘,3-78.,理講堂,,,,,,,化學系,40,10,0,0,7,國語,3300B,0
◎,,,,,3362120,CY621T,CY621,專題演講(四),Lecture on Special Topics(Ⅳ),一般,化學碩二,選修,半,0,王宏文,3-78.,理講堂,,,,,,,化學系,40,10,0,0,7,國語,3300B,0
,,,V,,3313846,CY138t,ZA138,論文,Thesis,一般,化學碩專二,必修,半,3,,,,,,,,,,化學系,50,9,0,0,0,國語,3300B,0
◎,,,,,3378746,CY787t,PS787,專題研究(B),Independent Study(B),一般,化學碩專二,必修,半,2,葉美鈺,,,,,,,,創:PBL課程,化學系,10,8,2,1,0,國語,3300B,0
◎,,,,,3378746,CY787t,PS787,專題研究(B),Independent Study(B),一般,化學碩專二,必修,半,2,周芳如,,,,,,,,創:PBL課程,化學系,10,8,2,1,0,國語,3300B,0
◎,,,,,3300304,CY003D,ZA702,實用英文（二）,Practical English (II),一般,化學二甲,必修,半,1,王建文,1-12.,教學509,,,,,,,語言中心,45,41,2,2,0,英語,3300B,0
◎,,,,,3320004,CY200D,CY200,實驗室安全,Laboratory safety,一般,化學二甲,選修,半,3,嵇郁婷,4-DEF.,理講堂,,,,,,,化學系,85,85,3,1,99,國語,3300B,0
◎,,,,,3320004,CY200D,CY200,實驗室安全,Laboratory safety,一般,化學二甲,選修,半,3,溫源鈞,4-DEF.,理講堂,,,,,,,化學系,85,85,3,1,99,國語,3300B,0
◎,,,,,3320004,CY200D,CY200,實驗室安全,Laboratory safety,一般,化學二甲,選修,半,3,徐聖傑,4-DEF.,理講堂,,,,,,,化學系,85,85,3,1,99,國語,3300B,0
◎,,,V,,3320404,CY204D,CY204,量子化學,Quantum Chemistry,一般,化學二甲,必修,半,3,賈緒威,2-34.,懷恩105,3-12.,理講堂,,,,,化學系,75,73,4,4,20,國語,3300B,0
◎,,,V,,3325204,CY252D,CY252,有機化學(二),Organic Chemistry (II),一般,化學二甲,必修,半,4,蔡祐輔,2-12.,理講堂,4-34.,理講堂,,,,就:工研院材料就業學程,化學系,75,57,4,4,1,國語,3300B,0
◎,,,V,,3330204,CY302D,CY302,分析化學(二),Analytical Chemistry (II),一般,化學二甲,必修,半,2,葉華光,2-56.,理學212,4-7.,理學212,,,,跨:奈米科技,化學系,75,74,3,3,15,國語,3300B,0
◎,,,,,3339004,CY390D,CY390,進階有機化學實驗,Advanced Organic Chemistry Laboratory,一般,化學二甲,必修,半,2,徐聖傑,1-5.,理學212,1-678.,化學302,1-CD.,化學302,初修者，實驗課須與正課並修;單號,創:PBL課程,化學系,0,28,3,3,0,國語,3300B,0
◎,,,,,3339104,CY391D,CY391,進階分析化學實驗,Advanced  Analytical  Chemistry  Laboratory,一般,化學二甲,必修,半,1,許秀弼,1-5.,理學313,1-678.,理學313,,,初修者，實驗課須與正課並修;雙號,創:PBL課程,化學系,0,26,2,2,0,國語,3300B,0
◎,,,V,,3367204,CY672D,PH672,群論,Group Theory,一般,化學二甲,選修,半,2,陳志德,4-56.,理學212,,,,,系上必選課程，由系自動加選,,化學系,60,58,2,2,3,國語,3300B,0
◎,,,,,3389004,CY890D,CY390,進階有機化學實驗,Advanced Organic Chemistry Laboratory,一般,化學二甲,必修,半,2,徐聖傑,5-5.,化學302,5-678.,化學302,5-CD.,化學302,初修者，實驗課須與正課並修;雙號,創:PBL課程,化學系,0,27,3,3,1,國語,3300B,0
◎,,,,,3389104,CY891D,CY391,進階分析化學實驗,Advanced  Analytical  Chemistry  Laboratory,一般,化學二甲,必修,半,1,許秀弼,5-5.,理學313,5-678.,理學313,,,初修者，實驗課須與正課並修;單號,創:PBL課程,化學系,0,30,2,2,0,國語,3300B,0
◎,,,,,3300305,CY003E,ZA702,實用英文（二）,Practical English (II),一般,化學二乙,必修,半,1,沈俞君,1-12.,懷恩201,,,,,,,語言中心,45,45,2,2,0,英語,3300B,0
◎,,,V,,3320405,CY204E,CY204,量子化學,Quantum Chemistry,一般,化學二乙,必修,半,3,李世琛,2-56.,教學502,3-12.,教學502,,,,,化學系,75,62,4,4,4,國語,3300B,0
◎,,,V,,3323505,CY235E,ZA235,高分子化學,Polymer Chemistry,一般,化學二乙,必修,半,3,葉瑞銘,1-678.,理講堂,,,,,,跨:奈米科技,化學系,75,57,3,3,1,國語,3300B,0
◎,,,,,3324305,CY243E,ZA243,高分子化學實驗,High Polymer Chemistry Laboratory,一般,化學二乙,必修,半,1,嵇郁婷,3-7.,理學212,3-8CD.,理學314,,,初修者，實驗課須與正課並修;單號,創:PBL課程,化學系,0,29,1.5,1.5,0,國語,3300B,0
◎,,,V,,3324805,CY248E,CY248,材料科學(二),Materials Science (2),一般,化學二乙,必修,半,2,王宏文,1-34.,理學212,2-1.,理學212,,,,"就:工研院材料就業學程,跨:奈米科技",化學系,75,63,3,3,2,國語,3300B,0
◎,,,V,,3325205,CY252E,CY252,有機化學(二),Organic Chemistry (II),一般,化學二乙,必修,半,4,莊敬,2-34.,理學212,4-78.,理講堂,,,,就:工研院材料就業學程,化學系,75,77,4,4,12,國語,3300B,0
◎,,,V,,3330205,CY302E,CY302,分析化學(二),Analytical Chemistry (II),一般,化學二乙,必修,半,2,周芳如,2-2.,理學212,4-56.,理講堂,,,,跨:奈米科技,化學系,75,67,3,3,5,國語,3300B,0
◎,,,,,3331005,CY310E,CY310,材料分析化學實驗,Materials Analytical Chemistry Laboratory,一般,化學二乙,必修,半,1,嵇郁婷,4-1.,理學212,4-234.,理學314,,,初修者，實驗課須與正課並修;雙號,創:PBL課程,化學系,0,28,1.5,1.5,0,國語,3300B,0
◎,,,V,,3367205,CY672E,PH672,群論,Group Theory,一般,化學二乙,選修,半,2,嚴詠聖,3-56.,化學104,,,,,系上必選課程，由系自動加選,,化學系,60,60,2,2,6,國語,3300B,0
◎,,,,,3381005,CY810E,CY310,材料分析化學實驗,Materials Analytical Chemistry Laboratory,一般,化學二乙,必修,半,1,嵇郁婷,5-1.,理學212,5-234.,理學314,,,初修者，實驗課須與正課並修;單號,創:PBL課程,化學系,0,29,1.5,1.5,0,國語,3300B,0
◎,,,,,3384305,CY843E,ZA243,高分子化學實驗,High Polymer Chemistry Laboratory,一般,化學二乙,必修,半,1,嵇郁婷,2-7.,理學214,2-8CD.,理學314,,,初修者，實驗課須與正課並修;雙號,創:PBL課程,化學系,0,28,1.5,1.5,0,國語,3300B,0
◎,,,V,,3324407,CY244G,CY244,儀器分析(二),Instrumental Analysis (2),一般,化學三甲,必修,半,2,周芳如,1-234.,理講堂,,,,,,就:工研院材料就業學程,化學系,75,65,3,3,12,國語,3300B,0
◎,,,,,3331107,CY311G,CY311,專題研究(D),Independent Study(D),一般,化學三甲,選修,半,2,葉美鈺,,,,,,,系上必選課程，由系自動加選,"創:PBL課程,就:工研院材料就業學程,跨:奈米科技",化學系,60,19,2,1,0,國語,3300B,0
◎,,,,,3331107,CY311G,CY311,專題研究(D),Independent Study(D),一般,化學三甲,選修,半,2,周芳如,,,,,,,系上必選課程，由系自動加選,"創:PBL課程,就:工研院材料就業學程,跨:奈米科技",化學系,60,19,2,1,0,國語,3300B,0
◎,,,,,3331207,CY312G,CY312,專題研究(E),Independent Study(E),一般,化學三甲,選修,半,2,陳欣聰,,,,,,,系上必選課程，由系自動加選,"創:PBL課程,就:工研院材料就業學程,跨:奈米科技",化學系,60,15,2,1,0,國語,3300B,0
◎,,,,,3331207,CY312G,CY312,專題研究(E),Independent Study(E),一般,化學三甲,選修,半,2,莊敬,,,,,,,系上必選課程，由系自動加選,"創:PBL課程,就:工研院材料就業學程,跨:奈米科技",化學系,60,15,2,1,0,國語,3300B,0
◎,,,,,3331307,CY313G,CY313,專題研究(F),Independent Study(F),一般,化學三甲,選修,半,2,李世琛,,,,,,,系上必選課程，由系自動加選,"創:PBL課程,就:工研院材料就業學程,跨:奈米科技",化學系,60,20,2,1,1,國語,3300B,0
◎,,,,,3331307,CY313G,CY313,專題研究(F),Independent Study(F),一般,化學三甲,選修,半,2,蔡祐輔,,,,,,,系上必選課程，由系自動加選,"創:PBL課程,就:工研院材料就業學程,跨:奈米科技",化學系,60,20,2,1,1,國語,3300B,0
◎,,,V,,3334207,CY342G,CY342,物理化學(二),Physical Chemistry (II),一般,化學三甲,必修,半,3,鄭吉豐,4-34.,教學502,5-34.,理講堂,,,,"就:工研院材料就業學程,跨:奈米科技",化學系,75,79,4,4,23,國語,3300B,0
◎,,,V,,3334507,CY345G,CY345,無機化學(二),Inorganic Chemistry (2),一般,化學三甲,必修,半,3,陳志德,2-56.,理講堂,3-56.,理講堂,,,,就:工研院材料就業學程,化學系,75,70,4,4,11,國語,3300B,0
◎,,,,,3337607,CY376G,CY376,有機光譜分析,Organic Spectroscopy,一般,化學三甲,選修,半,3,葉美鈺,2-7.,化學104,5-56.,理學212,,,學碩博合開,跨:奈米科技,化學系,60,54,3,3,53,國語,3300B,0
◎,,,,,3349007,CY490G,CY490,儀器分析實驗,Instrumental Analysis Labooratory,一般,化學三甲,必修,半,1,許秀弼,4-5.,理學315,4-678.,理學315,,,單號,創:PBL課程,化學系,0,25,1.5,1.5,0,國語,3300B,0
◎,,,,,3389007,CY890G,CY490,儀器分析實驗,Instrumental Analysis Labooratory,一般,化學三甲,必修,半,1,許秀弼,2-1.,理學315,2-234.,理學315,,,雙號,創:PBL課程,化學系,0,26,1.5,1.5,0,國語,3300B,0
◎,,,V,,3324408,CY244H,CY244,儀器分析(二),Instrumental Analysis (2),一般,化學三乙,必修,半,2,周芳如,1-678.,化學104,,,,,,就:工研院材料就業學程,化學系,75,64,3,3,6,國語,3300B,0
◎,,,,,3331108,CY311H,CY311,專題研究(D),Independent Study(D),一般,化學三乙,選修,半,2,葉瑞銘,,,,,,,系上必選課程，由系自動加選,"創:PBL課程,就:工研院材料就業學程,跨:奈米科技",化學系,60,16,2,1,0,國語,3300B,0
◎,,,,,3331108,CY311H,CY311,專題研究(D),Independent Study(D),一般,化學三乙,選修,半,2,葉華光,,,,,,,系上必選課程，由系自動加選,"創:PBL課程,就:工研院材料就業學程,跨:奈米科技",化學系,60,16,2,1,0,國語,3300B,0
◎,,,,,3331208,CY312H,CY312,專題研究(E),Independent Study(E),一般,化學三乙,選修,半,2,李承宇,,,,,,,系上必選課程，由系自動加選,"創:PBL課程,就:工研院材料就業學程,跨:奈米科技",化學系,60,17,2,1,0,國語,3300B,0
◎,,,,,3331208,CY312H,CY312,專題研究(E),Independent Study(E),一般,化學三乙,選修,半,2,嚴詠聖,,,,,,,系上必選課程，由系自動加選,"創:PBL課程,就:工研院材料就業學程,跨:奈米科技",化學系,60,17,2,1,0,國語,3300B,0
◎,,,,,3331308,CY313H,CY313,專題研究(F),Independent Study(F),一般,化學三乙,選修,半,2,鄭吉豐,,,,,,,系上必選課程，由系自動加選,"創:PBL課程,就:工研院材料就業學程,跨:奈米科技",化學系,60,20,2,1,0,國語,3300B,0
◎,,,,,3331308,CY313H,CY313,專題研究(F),Independent Study(F),一般,化學三乙,選修,半,2,陳志德,,,,,,,系上必選課程，由系自動加選,"創:PBL課程,就:工研院材料就業學程,跨:奈米科技",化學系,60,20,2,1,0,國語,3300B,0
◎,,,V,,3334208,CY342H,CY342,物理化學(二),Physical Chemistry (II),一般,化學三乙,必修,半,3,李世琛,2-12.,教學502,4-56.,教學502,,,,"就:工研院材料就業學程,跨:奈米科技",化學系,75,62,4,4,4,國語,3300B,0
◎,,,V,,3334508,CY345H,CY345,無機化學(二),Inorganic Chemistry (2),一般,化學三乙,必修,半,3,嚴詠聖,1-34.,化學104,4-34.,化學104,,,,就:工研院材料就業學程,化學系,75,60,4,4,5,國語,3300B,0
◎,,,,,3349008,CY490H,CY490,儀器分析實驗,Instrumental Analysis Labooratory,一般,化學三乙,必修,半,1,許秀弼,2-5.,理學315,2-678.,理學315,,,單號,創:PBL課程,化學系,0,24,1.5,1.5,0,國語,3300B,0
◎,,,,,3389008,CY890H,CY490,儀器分析實驗,Instrumental Analysis Labooratory,一般,化學三乙,必修,半,1,許秀弼,5-1.,理講堂,5-234.,理學315,,,雙號,創:PBL課程,化學系,0,32,1.5,1.5,0,國語,3300B,0
◎,,,,,3320612,CY206L,CY206,生物化學(一),Biochemistry (1),一般,化學四甲,選修,半,3,金亭佑,5-567.,教學608,,,,,學碩博合開,跨:奈米科技,化學系,60,23,3,1,27,國語,3300B,0
◎,,,,,3320612,CY206L,CY206,生物化學(一),Biochemistry (1),一般,化學四甲,選修,半,3,吳亮宜,5-567.,教學608,,,,,學碩博合開,跨:奈米科技,化學系,60,23,3,1,27,國語,3300B,0
◎,,,,,3320612,CY206L,CY206,生物化學(一),Biochemistry (1),一般,化學四甲,選修,半,3,蘇正元,5-567.,教學608,,,,,學碩博合開,跨:奈米科技,化學系,60,23,3,1,27,國語,3300B,0
